opsize;nesting;pass;time;memory;localityMax;localityMean;localityMedian;localityStdev
10;0.0;bool-nest-clone;0.2914600372314453;92.57421875;9;5.681818181818182;6.0;2.5144603441913382
10;0.0;bool-nest-composable;0.28868913650512695;92.51953125;9;5.681818181818182;6.0;2.5144603441913382
10;0.01;bool-nest-clone;0.29349255561828613;92.48046875;9;5.681818181818182;6.0;2.5144603441913382
10;0.01;bool-nest-composable;0.2926492691040039;92.59375;9;5.681818181818182;6.0;2.5144603441913382
10;0.02;bool-nest-clone;0.2871983051300049;92.5390625;9;5.681818181818182;6.0;2.5144603441913382
10;0.02;bool-nest-composable;0.2969818115234375;92.578125;9;5.681818181818182;6.0;2.5144603441913382
10;0.03;bool-nest-clone;0.2901647090911865;92.60546875;9;5.681818181818182;6.0;2.5144603441913382
10;0.03;bool-nest-composable;0.291412353515625;92.515625;9;5.681818181818182;6.0;2.5144603441913382
10;0.04;bool-nest-clone;0.28770017623901367;92.56640625;9;5.681818181818182;6.0;2.5144603441913382
10;0.04;bool-nest-composable;0.29784297943115234;92.55078125;9;5.681818181818182;6.0;2.5144603441913382
10;0.05;bool-nest-clone;0.28911471366882324;92.5546875;9;5.681818181818182;6.0;2.5144603441913382
10;0.05;bool-nest-composable;0.2915778160095215;92.546875;9;5.681818181818182;6.0;2.5144603441913382
10;0.06;bool-nest-clone;0.2958381175994873;92.5546875;9;5.681818181818182;6.0;2.5144603441913382
10;0.06;bool-nest-composable;0.2965421676635742;92.58984375;9;5.681818181818182;6.0;2.5144603441913382
10;0.07;bool-nest-clone;0.29718446731567383;92.51953125;9;5.681818181818182;6.0;2.5144603441913382
10;0.07;bool-nest-composable;0.2959263324737549;92.5625;9;5.681818181818182;6.0;2.5144603441913382
10;0.08;bool-nest-clone;0.295490026473999;92.59765625;9;5.681818181818182;6.0;2.5144603441913382
10;0.08;bool-nest-composable;0.2959606647491455;92.5625;9;5.681818181818182;6.0;2.5144603441913382
10;0.09;bool-nest-clone;0.29342198371887207;92.6015625;9;5.681818181818182;6.0;2.5144603441913382
10;0.09;bool-nest-composable;0.2941441535949707;92.609375;9;5.681818181818182;6.0;2.5144603441913382
10;0.1;bool-nest-clone;0.29010772705078125;92.62890625;9;5.681818181818182;6.0;2.5144603441913382
10;0.1;bool-nest-composable;0.2983839511871338;92.6171875;9;5.681818181818182;6.0;2.5144603441913382
10;0.2;bool-nest-clone;0.29430127143859863;92.52734375;9;5.681818181818182;6.0;2.5144603441913382
10;0.2;bool-nest-composable;0.29842162132263184;92.43359375;9;5.681818181818182;6.0;2.5144603441913382
10;0.3;bool-nest-clone;0.2969663143157959;92.55859375;9;5.681818181818182;6.0;2.5144603441913382
10;0.3;bool-nest-composable;0.2993936538696289;92.61328125;9;5.681818181818182;6.0;2.5144603441913382
10;0.4;bool-nest-clone;0.29418063163757324;92.71484375;9;5.681818181818182;6.0;2.5144603441913382
10;0.4;bool-nest-composable;0.2974100112915039;92.6015625;9;5.681818181818182;6.0;2.5144603441913382
10;0.5;bool-nest-clone;0.29753923416137695;92.61328125;9;5.681818181818182;6.0;2.5144603441913382
10;0.5;bool-nest-composable;0.2960083484649658;92.66796875;9;5.681818181818182;6.0;2.5144603441913382
10;0.6;bool-nest-clone;0.29687047004699707;92.61328125;9;5.681818181818182;6.0;2.5144603441913382
10;0.6;bool-nest-composable;0.29716038703918457;92.56640625;9;5.681818181818182;6.0;2.5144603441913382
10;0.7;bool-nest-clone;0.29878759384155273;92.44140625;9;5.681818181818182;6.0;2.5144603441913382
10;0.7;bool-nest-composable;0.298931360244751;92.61328125;9;5.681818181818182;6.0;2.5144603441913382
10;0.8;bool-nest-clone;0.31046223640441895;92.5703125;9;5.681818181818182;6.0;2.5144603441913382
10;0.8;bool-nest-composable;0.29775190353393555;92.7109375;9;5.681818181818182;6.0;2.5144603441913382
10;0.9;bool-nest-clone;0.2943267822265625;92.55859375;9;5.681818181818182;6.0;2.5144603441913382
10;0.9;bool-nest-composable;0.2933073043823242;92.55859375;9;5.681818181818182;6.0;2.5144603441913382
10;1.0;bool-nest-clone;0.2854185104370117;92.61328125;7;4.357142857142857;5.0;2.169974932756415
10;1.0;bool-nest-composable;0.28989434242248535;92.609375;7;4.357142857142857;5.0;2.169974932756415
30;0.0;bool-nest-clone;0.3356599807739258;93.640625;19;11.048387096774194;11.0;4.883654300122958
30;0.0;bool-nest-composable;0.33946728706359863;93.1328125;19;11.048387096774194;11.0;4.883654300122958
30;0.01;bool-nest-clone;0.33194661140441895;93.65234375;19;11.048387096774194;11.0;4.883654300122958
30;0.01;bool-nest-composable;0.33405447006225586;93.12890625;19;11.048387096774194;11.0;4.883654300122958
30;0.02;bool-nest-clone;0.3324754238128662;93.48046875;19;11.048387096774194;11.0;4.883654300122958
30;0.02;bool-nest-composable;0.33605170249938965;93.0390625;19;11.048387096774194;11.0;4.883654300122958
30;0.03;bool-nest-clone;0.329695463180542;93.75390625;19;11.048387096774194;11.0;4.883654300122958
30;0.03;bool-nest-composable;0.3360002040863037;93.12890625;19;11.048387096774194;11.0;4.883654300122958
30;0.04;bool-nest-clone;0.3326277732849121;93.671875;19;11.048387096774194;11.0;4.883654300122958
30;0.04;bool-nest-composable;0.3360295295715332;93.234375;19;11.048387096774194;11.0;4.883654300122958
30;0.05;bool-nest-clone;0.33246350288391113;93.62109375;19;11.048387096774194;11.0;4.883654300122958
30;0.05;bool-nest-composable;0.334822416305542;93.08203125;19;11.048387096774194;11.0;4.883654300122958
30;0.06;bool-nest-clone;0.3333752155303955;93.75390625;19;11.048387096774194;11.0;4.883654300122958
30;0.06;bool-nest-composable;0.3395211696624756;93.234375;19;11.048387096774194;11.0;4.883654300122958
30;0.07;bool-nest-clone;0.3395507335662842;93.63671875;19;11.048387096774194;11.0;4.883654300122958
30;0.07;bool-nest-composable;0.3347206115722656;93.1328125;19;11.048387096774194;11.0;4.883654300122958
30;0.08;bool-nest-clone;0.32975149154663086;93.671875;19;11.048387096774194;11.0;4.883654300122958
30;0.08;bool-nest-composable;0.3365895748138428;93.1171875;19;11.048387096774194;11.0;4.883654300122958
30;0.09;bool-nest-clone;0.33269762992858887;93.640625;19;11.048387096774194;11.0;4.883654300122958
30;0.09;bool-nest-composable;0.33673667907714844;93.13671875;19;11.048387096774194;11.0;4.883654300122958
30;0.1;bool-nest-clone;0.33223938941955566;93.609375;19;11.048387096774194;11.0;4.883654300122958
30;0.1;bool-nest-composable;0.33445167541503906;93.0859375;19;11.048387096774194;11.0;4.883654300122958
30;0.2;bool-nest-clone;0.33353257179260254;93.61328125;19;11.048387096774194;11.0;4.883654300122958
30;0.2;bool-nest-composable;0.33644652366638184;93.08984375;19;11.048387096774194;11.0;4.883654300122958
30;0.3;bool-nest-clone;0.33164429664611816;93.625;19;11.048387096774194;11.0;4.883654300122958
30;0.3;bool-nest-composable;0.3323960304260254;93.10546875;19;11.048387096774194;11.0;4.883654300122958
30;0.4;bool-nest-clone;0.3044166564941406;92.87109375;12;7.382352941176471;8.0;3.1335400242822757
30;0.4;bool-nest-composable;0.31159353256225586;92.58203125;12;7.382352941176471;8.0;3.1335400242822757
30;0.5;bool-nest-clone;0.30341029167175293;92.85546875;11;7;7.0;2.581988897471611
30;0.5;bool-nest-composable;0.30751490592956543;92.875;11;7;7.0;2.581988897471611
30;0.6;bool-nest-clone;0.30458545684814453;92.8671875;11;7;7.0;2.581988897471611
30;0.6;bool-nest-composable;0.3089473247528076;92.83984375;11;7;7.0;2.581988897471611
30;0.7;bool-nest-clone;0.3061494827270508;92.88671875;11;6.948717948717949;7;2.5950227455520545
30;0.7;bool-nest-composable;0.3091850280761719;92.65625;11;6.948717948717949;7;2.5950227455520545
30;0.8;bool-nest-clone;0.3016083240509033;92.90625;11;6.794117647058823;7.0;2.716720524820721
30;0.8;bool-nest-composable;0.3031313419342041;92.578125;11;6.794117647058823;7.0;2.716720524820721
30;0.9;bool-nest-clone;0.2989494800567627;93.00390625;11;6.794117647058823;7.0;2.716720524820721
30;0.9;bool-nest-composable;0.30294108390808105;92.62109375;11;6.794117647058823;7.0;2.716720524820721
30;1.0;bool-nest-clone;0.3014531135559082;92.890625;11;6.794117647058823;7.0;2.716720524820721
30;1.0;bool-nest-composable;0.3034336566925049;92.625;11;6.794117647058823;7.0;2.716720524820721
100;0.0;bool-nest-clone;0.3915252685546875;95.71875;53;27.679611650485437;28;15.056894448588706
100;0.0;bool-nest-composable;0.42569589614868164;94.703125;53;27.679611650485437;28;15.056894448588706
100;0.01;bool-nest-clone;0.3953855037689209;95.703125;53;27.679611650485437;28;15.056894448588706
100;0.01;bool-nest-composable;0.42531847953796387;94.7265625;53;27.679611650485437;28;15.056894448588706
100;0.02;bool-nest-clone;0.3891642093658447;95.7265625;53;27.679611650485437;28;15.056894448588706
100;0.02;bool-nest-composable;0.42455029487609863;94.6875;53;27.679611650485437;28;15.056894448588706
100;0.03;bool-nest-clone;0.3909733295440674;95.7890625;53;27.679611650485437;28;15.056894448588706
100;0.03;bool-nest-composable;0.4251561164855957;94.7578125;53;27.679611650485437;28;15.056894448588706
100;0.04;bool-nest-clone;0.3937265872955322;95.7421875;53;27.679611650485437;28;15.056894448588706
100;0.04;bool-nest-composable;0.4279778003692627;94.7265625;53;27.679611650485437;28;15.056894448588706
100;0.05;bool-nest-clone;0.3918571472167969;95.82421875;53;27.679611650485437;28;15.056894448588706
100;0.05;bool-nest-composable;0.4246549606323242;94.72265625;53;27.679611650485437;28;15.056894448588706
100;0.06;bool-nest-clone;0.39414000511169434;95.7265625;53;27.679611650485437;28;15.056894448588706
100;0.06;bool-nest-composable;0.42409610748291016;94.73828125;53;27.679611650485437;28;15.056894448588706
100;0.07;bool-nest-clone;0.38908886909484863;95.59765625;53;27.679611650485437;28;15.056894448588706
100;0.07;bool-nest-composable;0.42568206787109375;94.6796875;53;27.679611650485437;28;15.056894448588706
100;0.08;bool-nest-clone;0.38820648193359375;95.67578125;53;27.679611650485437;28;15.056894448588706
100;0.08;bool-nest-composable;0.42818593978881836;94.703125;53;27.679611650485437;28;15.056894448588706
100;0.09;bool-nest-clone;0.39401721954345703;95.71484375;53;27.679611650485437;28;15.056894448588706
100;0.09;bool-nest-composable;0.42375802993774414;94.6953125;53;27.679611650485437;28;15.056894448588706
100;0.1;bool-nest-clone;0.2543826103210449;99.14453125;30;16.807947019867548;17;7.5257028303347
100;0.1;bool-nest-composable;0.22878670692443848;94.74609375;30;16.807947019867548;17;7.5257028303347
100;0.2;bool-nest-clone;0.3921036720275879;96.05078125;19;11.307692307692308;11.5;4.274732542764899
100;0.2;bool-nest-composable;0.3777003288269043;93.72265625;19;11.307692307692308;11.5;4.274732542764899
100;0.3;bool-nest-clone;0.4032573699951172;96.30078125;17;10.330275229357799;11;3.4562210306107866
100;0.3;bool-nest-composable;0.3908400535583496;93.54296875;17;10.330275229357799;11;3.4562210306107866
100;0.4;bool-nest-clone;0.39099860191345215;95.73828125;17;10.281553398058252;10;3.5408470121281947
100;0.4;bool-nest-composable;0.4066002368927002;93.5;17;10.281553398058252;10;3.5408470121281947
100;0.5;bool-nest-clone;0.5109097957611084;116.671875;18;10.737864077669903;11;3.908164317718124
100;0.5;bool-nest-composable;0.22821974754333496;116.671875;18;10.737864077669903;11;3.908164317718124
100;0.6;bool-nest-clone;0.4051535129547119;96.30078125;21;12.1651376146789;12;4.890492971947166
100;0.6;bool-nest-composable;0.41968488693237305;93.72265625;21;12.1651376146789;12;4.890492971947166
100;0.7;bool-nest-clone;0.4067423343658447;96.23828125;21;12.1651376146789;12;4.890492971947166
100;0.7;bool-nest-composable;0.4199845790863037;93.6796875;21;12.1651376146789;12;4.890492971947166
100;0.8;bool-nest-clone;0.3947572708129883;95.6171875;25;14;14.0;6.278333833761577
100;0.8;bool-nest-composable;0.4281933307647705;93.6953125;25;14;14.0;6.278333833761577
100;0.9;bool-nest-clone;0.39841508865356445;95.74609375;25;14;14.0;6.278333833761577
100;0.9;bool-nest-composable;0.43031811714172363;93.74609375;25;14;14.0;6.278333833761577
100;1.0;bool-nest-clone;0.380889892578125;95.4375;37;19.601941747572816;20;10.08137460070355
100;1.0;bool-nest-composable;0.23564624786376953;93.609375;37;19.601941747572816;20;10.08137460070355
300;0.0;bool-nest-clone;0.6058349609375;120.42578125;153;77.72607260726073;78;43.84697441842869
300;0.0;bool-nest-composable;0.7766323089599609;108.92578125;153;77.72607260726073;78;43.84697441842869
300;0.01;bool-nest-clone;0.6035923957824707;120.40625;153;77.72607260726073;78;43.84697441842869
300;0.01;bool-nest-composable;0.7823340892791748;108.9453125;153;77.72607260726073;78;43.84697441842869
