opsize;nesting;pass;time;memory;localityMax;localityMean;localityMedian;localityStdev
10;0.0;bool-nest-clone;0.34586405754089355;92.44921875;8;5.2727272727272725;6.0;2.3336425274423345
10;0.0;bool-nest-composable;0.345137357711792;92.5546875;8;5.2727272727272725;6.0;2.3336425274423345
10;0.01;bool-nest-clone;0.3417518138885498;92.5390625;8;5.2727272727272725;6.0;2.3336425274423345
10;0.01;bool-nest-composable;0.3463253974914551;92.5546875;8;5.2727272727272725;6.0;2.3336425274423345
10;0.02;bool-nest-clone;0.34293365478515625;92.5703125;8;5.2727272727272725;6.0;2.3336425274423345
10;0.02;bool-nest-composable;0.3515183925628662;92.48828125;8;5.2727272727272725;6.0;2.3336425274423345
10;0.03;bool-nest-clone;0.34552621841430664;92.47265625;8;5.2727272727272725;6.0;2.3336425274423345
10;0.03;bool-nest-composable;0.3493204116821289;92.51171875;8;5.2727272727272725;6.0;2.3336425274423345
10;0.04;bool-nest-clone;0.3491697311401367;92.51953125;8;5.2727272727272725;6.0;2.3336425274423345
10;0.04;bool-nest-composable;0.34871578216552734;92.50390625;8;5.2727272727272725;6.0;2.3336425274423345
10;0.05;bool-nest-clone;0.34674525260925293;92.54296875;8;5.2727272727272725;6.0;2.3336425274423345
10;0.05;bool-nest-composable;0.3464317321777344;92.4375;8;5.2727272727272725;6.0;2.3336425274423345
10;0.06;bool-nest-clone;0.3451204299926758;92.625;8;5.2727272727272725;6.0;2.3336425274423345
10;0.06;bool-nest-composable;0.3436710834503174;92.48828125;8;5.2727272727272725;6.0;2.3336425274423345
10;0.07;bool-nest-clone;0.3469212055206299;92.51953125;8;5.2727272727272725;6.0;2.3336425274423345
10;0.07;bool-nest-composable;0.3472139835357666;92.53515625;8;5.2727272727272725;6.0;2.3336425274423345
10;0.08;bool-nest-clone;0.48235130310058594;92.12109375;8;5.2727272727272725;6.0;2.3336425274423345
10;0.08;bool-nest-composable;0.3561105728149414;92.52734375;8;5.2727272727272725;6.0;2.3336425274423345
10;0.09;bool-nest-clone;0.3484771251678467;92.54296875;8;5.2727272727272725;6.0;2.3336425274423345
10;0.09;bool-nest-composable;0.3457982540130615;92.48828125;8;5.2727272727272725;6.0;2.3336425274423345
10;0.1;bool-nest-clone;0.3431828022003174;92.51953125;8;5.2727272727272725;6.0;2.3336425274423345
10;0.1;bool-nest-composable;0.348308801651001;92.5546875;8;5.2727272727272725;6.0;2.3336425274423345
10;0.2;bool-nest-clone;0.3426244258880615;92.546875;8;5.2727272727272725;6.0;2.3336425274423345
10;0.2;bool-nest-composable;0.34944796562194824;92.5234375;8;5.2727272727272725;6.0;2.3336425274423345
